label,text,text_clean
0,&lt;#&gt;  w jetton ave if you forgot,&lt;#&gt;  w jetton ave if you forgot
0,Ok i'm coming home now.,ok i'm coming home now.
0,Can not use foreign stamps in this country.,can not use foreign stamps in this country.
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx"
0,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy","sorry, it's a lot of friend-of-a-friend stuff, i'm just now about to talk to the actual guy who wants to buy"
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply"
1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP","cmon babe, make me horny, *turn* me on! txt me your fantasy now babe -) im hot, sticky and need you now. all replies cost £1.50. 2 cancel send stop"
0,I will come tomorrow di,i will come tomorrow di
0,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wylie update: my weed dealer carlos went to freedom and had a class with lunsford
0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,are you happy baby ? are you alright ? did you take that job ? i hope your fine. i send you a kiss to make you smile from across the sea ... *kiss* *kiss*
0,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,c movie is juz last minute decision mah. juz watch 2 lar but i tot ü not interested.
0,How are you enjoying this semester? Take care brother.,how are you enjoying this semester? take care brother.
1,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,important information 4 orange user 0796xxxxxx. today is ur lucky day!2 find out why log onto http://www.urawinner.com there's a fantastic prizeawaiting you!
0,"Get the door, I'm here","get the door, i'm here"
0,"Lets use it next week, princess :)","lets use it next week, princess :)"
0,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,or i go home first lar ü wait 4 me lor.. i put down my stuff first..
0,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,i want kfc its tuesday. only buy 2 meals only 2. no gravy. only 2 mark. 2!
0,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),no da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
0,Oi when you gonna ring,oi when you gonna ring
1,Missed call alert. These numbers called but left no message. 07008009200,missed call alert. these numbers called but left no message. 07008009200
0,I attended but nothing is there.,i attended but nothing is there.
0,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ard 530 like dat lor. we juz meet in mrt station then ü dun haf to come out.
0,No dear i was sleeping :-P,no dear i was sleeping :-p
0,Er mw im filled tuth is aight,er mw im filled tuth is aight
0,Will be office around 4 pm. Now i am going hospital.,will be office around 4 pm. now i am going hospital.
0,Actually i'm waiting for 2 weeks when they start putting ad.,actually i'm waiting for 2 weeks when they start putting ad.
0,Anything lor if they all go then i go lor...,anything lor if they all go then i go lor...
0,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,u free on sat rite? u wan 2 watch infernal affairs wif me n darren n mayb xy?
0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.","plz note: if anyone calling from a mobile co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . do not do so. disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. itz confirmd by nokia n motorola n has been verified by cnn ibn."
0,Yo you around? A friend of mine's lookin to pick up later tonight,yo you around? a friend of mine's lookin to pick up later tonight
0,Stupid auto correct on my phone,stupid auto correct on my phone
0,Double eviction this week - Spiral and Michael and good riddance to them!,double eviction this week - spiral and michael and good riddance to them!
0,"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night....","""the world suffers a lot... not because of the violence of bad people. but because of the silence of good people!"", gud night...."
0,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.","ok thats cool. its , just off either raglan rd or edward rd. behind the cricket ground. gimme ring when ur closeby see you tuesday."
0,Buy one egg for me da..please:),buy one egg for me da..please:)
0,Have you started in skye,have you started in skye
0,Have you bookedthe hut? And also your time off? How are you by the way?,have you bookedthe hut? and also your time off? how are you by the way?
0,And several to you sir.,and several to you sir.
0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,u really pig leh sleep so much. my dad wake me up at 10 smth 2 eat lunch today.
0,I'm at home. Please call,i'm at home. please call
0,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,my love ... i hope your not doing anything drastic. don't you dare sell your pc or your phone ...
0,Now only i reached home. . . I am very tired now. . I will come tomorro,now only i reached home. . . i am very tired now. . i will come tomorro
1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg: our records indicate you may be entitled to 3750 pounds for the accident you had. to claim for free reply with yes to this msg. to opt out text stop
1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription"
0,Life style garments account no please.,life style garments account no please.
0,Lol wtf random. Btw is that your lunch break,lol wtf random. btw is that your lunch break
0,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx","sez, hows u & de arab boy? hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
0,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe","the lay man! just to let you know you are missed and thought off. do have a great day. and if you can send me bimbo and ugo's numbers, ill appreciate. safe"
0,Detroit. The home of snow. Enjoy it.,detroit. the home of snow. enjoy it.
1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colours! euro 2004 2-4-1 offer! get an england flag & 3lions tone on ur phone! click on the following service message for info!
0,Okie...,okie...
0,"Aight, I'm chillin in a friend's room so text me when you're on the way","aight, i'm chillin in a friend's room so text me when you're on the way"
0,Is toshiba portege m100 gd?,is toshiba portege m100 gd?
0,Well welp is sort of a semiobscure internet thing,well welp is sort of a semiobscure internet thing
1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones
1,"accordingly. I repeat, just text the word ok on your mobile phone and send","accordingly. i repeat, just text the word ok on your mobile phone and send"
0,Loosu go to hospital. De dont let it careless.,loosu go to hospital. de dont let it careless.
0,How much for an eighth?,how much for an eighth?
0,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,omg joanna is freaking me out. she's looked thru all my friends to find photos of me. and then she's asking about stuff on my myspace which i haven't even logged on in like a year. :/
0,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must."
0,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz now havent woke up so a bit blur blur... can? dad went out liao... i cant cum now oso...
0,"How about clothes, jewelry, and trips?","how about clothes, jewelry, and trips?"
1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just £5 by replying get bbdeluxe and take the challenge
0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!
1,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!
0,I am late. I will be there at,i am late. i will be there at
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.
0,Are you plans with your family set in stone ?,are you plans with your family set in stone ?
0,Pls dont forget to study,pls dont forget to study
0,You'll never believe this but i have actually got off at taunton. Wow,you'll never believe this but i have actually got off at taunton. wow
0,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...","den only weekdays got special price... haiz... cant eat liao... cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat..."
0,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,she just broke down a list of reasons why nobody's in town and i can't tell if she's being sarcastic or just faggy
0, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,&lt;decimal&gt; m but its not a common car here so its better to buy from china or asia. or if i find it less expensive. i.ll holla
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,the greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630
0,Hey so whats the plan this sat?,hey so whats the plan this sat?
0,Beauty sleep can help ur pimples too.,beauty sleep can help ur pimples too.
0,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468
0,Where to get those?,where to get those?
0,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.","kind of. just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
0,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball is moving a lot.will spin in last :)so very difficult to bat:)
0,Haiyoh... Maybe your hamster was jealous of million,haiyoh... maybe your hamster was jealous of million
0,Can you please send me my aunty's number,can you please send me my aunty's number
0,I'm glad. You are following your dreams.,i'm glad. you are following your dreams.
0,I've reached home finally...,i've reached home finally...
1,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
1,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner!! as a valued network customer you have been selected to receivea £900 prize reward! to claim call 09061701461. claim code kl341. valid 12 hours only.
0,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)","wn u r hurt by d prsn who s close 2 u, do fight wit dem. coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. gud eveb-)"
0,U can call now...,u can call now...
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.","science tells that chocolate will melt under the sunlight. please don't walk under the sunlight. bcoz,i don't want to loss a sweet friend."
0,Yes. I come to nyc for audiitions and am trying to relocate.,yes. i come to nyc for audiitions and am trying to relocate.
0,I pocked you up there before,i pocked you up there before
0,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing
0,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me &amp; u dont tell me......... take care:-)
0,Hey mr whats the name of that bill brison book the one about language and words,hey mr whats the name of that bill brison book the one about language and words
0,"Okay, good, no problem, and thanx!","okay, good, no problem, and thanx!"
0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.","for you information, ikea is spelled with all caps. that is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. it makes me want to listen to you less."
0,Call me when u're done...,call me when u're done...
0,G.W.R,g.w.r
0,You best watch what you say cause I get drunk as a motherfucker,you best watch what you say cause i get drunk as a motherfucker
1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip - you have been billed 150p. netcollex ltd. po box 1013 ig11 oja
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
1,Please CALL 08712402578 immediately as there is an urgent message waiting for you,please call 08712402578 immediately as there is an urgent message waiting for you
1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
1,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl
0,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.","erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there."
0,Are there TA jobs available? Let me know please cos i really need to start working,are there ta jobs available? let me know please cos i really need to start working
0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,aiyar hard 2 type. u later free then tell me then i call n scold n tell u.
0,Yup i'm free...,yup i'm free...
0,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?","good good, billy mates all gone. just been jogging, again! did enjoy concert?"
0,Yo come over carlos will be here soon,yo come over carlos will be here soon
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat is sweet! we can think of something to do he he! have a nice time tonight ill probably txt u later cos im lonely :( xxx.
0,I guess it is useless calling u 4 something important.,i guess it is useless calling u 4 something important.
0,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha - had popped down to the loo when you hello-ed me. hello!
0,He dint tell anything. He is angry on me that why you told to abi.,he dint tell anything. he is angry on me that why you told to abi.
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu
0,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.
0,I keep ten rs in my shelf:) buy two egg.,i keep ten rs in my shelf:) buy two egg.
0,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?","i wasn't well babe, i have swollen glands at my throat ... what did you end up doing ?"
0,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,is ur changes 2 da report big? cos i've already made changes 2 da previous report.
0,Captain is in our room:),captain is in our room:)
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.","i can't speak, bcaz mobile have problem. i can listen you but you cann't listen my voice. so i calls you later."
0,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,hiya stu wot u up 2.im in so much truble at home at moment evone hates me even u! wot the hell av i done now? y wont u just tell me text bck please luv dan
0,S...i will take mokka players only:),s...i will take mokka players only:)
0,Are you still playing with gautham?,are you still playing with gautham?
0,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,hey mr  and i are going to the sea view and having a couple of gays i mean games! give me a bell when ya finish
0,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;","k, jason says he's gonna be around so i'll be up there around  &lt;#&gt;"
0,Sorry . I will be able to get to you. See you in the morning.,sorry . i will be able to get to you. see you in the morning.
0,Aight well keep me informed,aight well keep me informed
0,I am not having her number sir,i am not having her number sir
0,Am only searching for good dual sim mobile pa.,am only searching for good dual sim mobile pa.
0,That seems unnecessarily hostile,that seems unnecessarily hostile
0,Dude got a haircut. Now its breezy up there,dude got a haircut. now its breezy up there
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
0,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1apple/day=no doctor. 1tulsi leaf/day=no cancer. 1lemon/day=no fat. 1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 whom u care..:-)
0,i thought we were doing a king of the hill thing there.,i thought we were doing a king of the hill thing there.
0,Nope i'll come online now..,nope i'll come online now..
0,ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell him i said happy birthday
0,Y bishan lei... I tot ü say lavender?,y bishan lei... i tot ü say lavender?
0,Boo what time u get out? U were supposed to take me shopping today. :(,boo what time u get out? u were supposed to take me shopping today. :(
0,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?","now u sound like manky scouse boy steve,like! i is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
0,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min","fyi i'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
0,on a Tuesday night r u 4 real,on a tuesday night r u 4 real
0,Yes when is the appt again?,yes when is the appt again?
0,Just got outta class gonna go gym.,just got outta class gonna go gym.
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,i want to sent  &lt;#&gt; mesages today. thats y. sorry if i hurts
0,Ü all write or wat..,ü all write or wat..
0,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha! i wouldn't say that i just didn't read anything into way u seemed. i don't like 2 be judgemental....i save that for fridays in the pub!
0,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,its a valentine game. . . send dis msg to all ur friends. . if 5 answers r d same then someone really loves u. . ques- which colour suits me the best?
0,Hi:)did you asked to waheeda fathima about leave?,hi:)did you asked to waheeda fathima about leave?
0,Enjoy urself tmr...,enjoy urself tmr...
0,You still around? I could use a half-8th,you still around? i could use a half-8th
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
0,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,you give us back my id proof and  &lt;#&gt;  rs. we wont allow you to work. we will come to your home within days
0,Ü bot notes oredi... Cos i juz rem i got...,ü bot notes oredi... cos i juz rem i got...
0,Yes. Rent is very expensive so its the way we save.,yes. rent is very expensive so its the way we save.
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
0,Hows the pain dear?y r u smiling?,hows the pain dear?y r u smiling?
0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits","fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!
0,"Sorry, I can't help you on this.","sorry, i can't help you on this."
0,Great. So should i send you my account number.,great. so should i send you my account number.
0,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ","hellogorgeous, hows u? my fone was on charge lst nitw wen u texd me. hopeu ad a nice wkend as im sure u did lookin 4ward 2 c-in u 2mrw luv jaz"
1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","our dating service has been asked 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p"
0,Ü only send me the contents page...,ü only send me the contents page...
0,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!","night sweet, sleep well! i've just been to see the exorcism of emily rose and may never sleep again! hugs and snogs!"
0,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8","don't think about ""what u have got"" think about ""how to use it that you have got"" good ni8"
0,"I can't right this second, gotta hit people up first","i can't right this second, gotta hit people up first"
0,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)","evry emotion dsn't hav words.evry wish dsn't hav prayrs.. if u smile,d world is wit u.othrwise even d drop of tear dsn't lik 2 stay wit u.so b happy.. good morning, keep smiling:-)"
0,So what about you. What do you remember,so what about you. what do you remember
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer shipped out with address to sandiago and parantella lane. wtf. poop.
0,Mm yes dear look how i am hugging you both. :-P,mm yes dear look how i am hugging you both. :-p
0,I like dis sweater fr mango but no more my size already so irritating.,i like dis sweater fr mango but no more my size already so irritating.
0,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,1 i don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
0,Anytime lor...,anytime lor...
1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,do you want a new video handset? 750 any time any network mins? unlimited text? camcorder? reply or call now 08000930705 for del sat am
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng
1,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!","ur balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!"
0,Me fine..absolutly fine,me fine..absolutly fine
0,K and you're sure I don't have to have consent forms to do it :V,k and you're sure i don't have to have consent forms to do it :v
1,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription has been renewed and you have been charged £4.50. you can choose 10 more polys this month. www.clubzed.co.uk *billing msg*
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy"
0,How much is torch in 9ja.,how much is torch in 9ja.
0,"Doing nothing, then u not having dinner w us?","doing nothing, then u not having dinner w us?"
0,How are you. Just checking up on you,how are you. just checking up on you
0,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,done it but internet connection v slow and can‘t send it. will try again later or first thing tomo.
0,Mathews or tait or edwards or anderson,mathews or tait or edwards or anderson
0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. joke
0,No need lar i go engin? Cos my sis at arts today...,no need lar i go engin? cos my sis at arts today...
0,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey but still haven't heard anything i will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 8000930705
0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",", im .. on the snowboarding trip. i was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? cheers,"
0,S.i'm watching it in live..,s.i'm watching it in live..
0,"see you then, we're all christmassy here!","see you then, we're all christmassy here!"
0,"K I'm ready,  &lt;#&gt; ?","k i'm ready,  &lt;#&gt; ?"
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!"
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,the greatest test of courage on earth is to bear defeat without losing heart....gn tc
0,what are your new years plans?,what are your new years plans?
1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt 1/3. you have ordered a ringtone. your order is being processed...
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe! wake up ! i miss you ! i crave you! i need you!
0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is","only just got this message, not ignoring you. yes, i was. shopping that is"
0,Dear :-/ why you mood off. I cant drive so i brother to drive,dear :-/ why you mood off. i cant drive so i brother to drive
0,When did dad get back.,when did dad get back.
